PHONE,COLLEGE NAME,STATE,DISTRICT,MAIL ID,PHONE
1389,"BABA HIRA SINGH BHATTAL INSTITUTE OF ENGINEERING & TECHNOLOGYLEHRAGAGA ( SANGRUR), PUNJAB",Punjab,Sangrur,bhsbiet.director@gmail.com,
1390,"BALAJI COLLEGE OF ENGINEERING, BHIWANI (HARYANA)",Haryana,Bhiwani,bcep_bhiwani@rediff.com,
1391,BALASORE COLLEGE OF ENGINEERING AND TECHNOLOGY,Orissa,Balasore,bcetbalasore@yahoo.com,
1392,BANGALORE CITY COLLEGE,Karnataka,Bangalore,admin@bangalorecitycollege.org,
1393,BAPUJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Karnataka,Davangere,principal@bietdvg.edu,
1394,BHANGABHUMI  INDUSTRIAL TRAINING CENTRE,Orissa,Mayurbhanj,bhanjabhumiitc.07@gmail.com,9937630025
1395,C.T INSTITUTE OF TECHNOLOGY,Punjab,Jalandhar,aoctit@ctgroup.in,1815055122
1396,"CENTRAL INDIA INSTITUTE OF TECHNOLOGY AND PHARMACY, INDORE",Madhya Pradesh,Indore,ciitpscholarship@gmail.co,7312802390
1397,COLLEGE OF AGRICULTURAL ENGINEERING AND TECHNOLOGY,Gujarat,Junagadh,caet@jau.in,
1398,"COLLEGE OF EDUCATION, MEDUKA",Chhattisgarh,Bilaspur,coedu.medka1@gmail.com,7751202083
1399,D.A.V MODEL COLLEGE,Chhattisgarh,Durg,contactdavmc@gmail.com,
1400,"DALMIA INDUSTRIAL TRAINING  CENTRE, RAJGANGPUR",Orissa,Sundargarh,diti@ocl.in,
1401,DATTA MEGHE INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH,Maharashtra,Wardha,"principal_dmietr@yahoo.co,principal@dmietr.edu.in",7152287892
1402,DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT,Karnataka,Bangalore,principaldsatm@gmail.com,
1403,DEEPSIKHA KALA SANSTHAN GROUP OF INSTITUTIONS,Rajasthan,Jaipur,info@deepshikha.org,
1404,DR M. C. SAXENA INSTITUTE OF ENGINEERING & MANAGEMENT,Uttar Pradesh,Lucknow,mcsiem526@gmail.com,5224095761
1405,"DR. B.C.ROY ENGINEERING COLLEGE,DURGAPUR",West Bengal,Bardhaman,principal@bcrec.ac.in,8348694450
1406,G H RAISONI ACADEMY OF ENGINEERING AND TECHNOLOGY,Maharashtra,Nagpur,ghraetnag@raisoni.net,237688
1407,G L A UNIVERSITY,Uttar Pradesh,Mathura,glauniversity@gla.ac.in,
1408,G L BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,Uttar Pradesh,Gautam Buddha N,ignafor @glbitm.org,
1409,GANDHI INSTITUTE OF ENGINEERING & TECHNOLOGY,Orissa,Rayagada,principal@giet.edu,6857250172
1410,GEORGE COLLEGE OF MANAGEMENT AND SCIENCE,West Bengal,Kolkata,gcms164@gmail.com,
1411,GREATER NOIDA INSTITUTE OF TECHNOLOGY,Uttar Pradesh,Gautam Buddha N,gnairot@gniot.net.in,
1412,CBS GROUP OF INSTITUTIONS,Haryana,Jhajjar,director@cbscolleges.com,8053111444
1413,DR. S.J.S. PAUL MEMORIAL COLLEGE OF ENGINEERING & TECHNOLOGY,Puducherry,Pondicherry,drsjspaulmcet@gmail.com,4132660702
1414,BAISINGA INDUSTRIAL TRAINING CENTRE,Orissa,Mayurbhanj,baisingaitc@gmail.com,9937125271
1415,GANPATI INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Haryana,Yamunanagar,ganpatibilaspur@gmail.com,9315149022
1416,GANGA INSTITUTE OF TECHNOLOGY AND MANAGMENT,Haryana,Jhajjar,gitmkablana@gmail.com,8684000090
1417,"GHANDHI INSTITUTE FOR TECHNOLOGICAL ADVANCEMENT ,BHUBANESHWAR",Orissa,Khordha,scholarship@gita.edu.in,3295904
1418,"GWALIOR  INSTITUTE OF  INFORMATION TECHNOLOGY, GWALIOR (GIIT)",Madhya Pradesh,Gwalior,giitgwl@yahoo.com,
1419,HIMALAYAN GROUP OF PROFESSIONAL INSTITUTIONS,Himachal Pradesh,Sirmour,info@himalayaninstitution,9315325599
1420,"HINA COLLEGE OF NURSING,BANGLORE",Karnataka,Bangalore,HINACOLLEGENURSING@GMAIL.,8041757157
1421,HINA SCHOOL OF NURSING,Karnataka,Bangalore,sbinstitutions@gmail.com,
1422,"IES COLLEGE OF TECHNOLOGY, BHOPAL",Madhya Pradesh,Bhopal,iesbpl@gmail.com,9229251422
1423,INDIRA GANDHI INSTITUTE OF TECHNOLOGY,Orissa,Dhenkanal,igit@stpbh.soft.net,
1424,"INSTITUTE OF TECHNICAL EDUCATION & RESEARCH, BHUBANESWAR",Orissa,Khordha,info@soauniversity.ac.in,
1425,J.L CHATURVEDI COLLEGE OF ENGINEERING,Maharashtra,Nagpur,principal.jlcce@ltjss.net,
1426,JAGAD GURU RAMBHADRACHARYA HANDICAP UNIVERSITY,Uttar Pradesh,Chitrakoot,jrhuniversity@yahoo.com,
1427,KALAM INSTITUTE OF TECHNOLOGY,Orissa,Ganjam,apkitp@gmail.com,9237436037
1428,KOUSTUV INSTITUTE OF SELF DOMAIN,Orissa,Khordha,kisd_2001@rediffmail.com,
1429,KRUPAJAL ENGINEERING SCHOOL,Orissa,Khordha,kes_principal@krupajal.ac,6743253140
1430,LAXMI NARAYAN COLLEGE OF TECHNOLOGY,Madhya Pradesh,Bhopal,lnctbhopal@lnctgroup.in,
1431,MALAVIYA  NATIONAL INSTITUTE OF TECHNOLOGY,Rajasthan,Jaipur,"registrar@mnit.ac.in ,",1412529087
1432,MARINE ENGINEERING AND RESEARCH INSTITUTE,West Bengal,Kolkata,"director@merical.ac.in , drkolkata@imu.co.in",(033) 2401 4673
1433,MODERN INSTITUTE OF ENGINEERING & TECHNOLOGY,Haryana,Kurukshetra,mietkuk@mietkuk.edu.in,
1434,NEW DELHI INSTITUTE OF MANAGEMENT,Delhi,New Delhi,ndimbba@gmail.com,
1435,NMAM INSTITUTE OF TECHNOLOGY,Karnataka,Udupi,principal_nmamit@nitte.edu.in,
1436,"NORTHERN INDIA ENGINEERING COLLEGE, NEW DELHI",Delhi,New Delhi,info@niecdelhi.ac.in,
1437,PADMANAVA COLLEGE OF ENGINEERING,Orissa,Sundargarh,info@pcerkl.ac.in,
1438,PATEL INSTITUTE OF ENGINEERING AND SCIENCE,Madhya Pradesh,Bhopal,deputyregistrar@patelcoll,9425605224
1439,POORNIMA GROUPS OF INSTITUTIONS,Rajasthan,Jaipur,info@poornima.org,
1440,PUNJAB POLYTECHNIC,Punjab,Mohali,admission@pgc.edu.in,
1441,PURNA CHANDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Orissa,Angul,pciet_cpd@rediffmail.com,6761252307
1442,R.K.D.F  COLLEGE OF ENGINEERING,Madhya Pradesh,Bhopal,rkdfce_bhopal@rediffmail.com,4017768
1443,R.V.COLLEGE OF ENGINEERING,Karnataka,Bangalore,principal@rvce.edu.in,
1444,RATTAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT.,Haryana,Palwal,info@rattaninstitute.ac.in,
1445,"SAGAR INSTITUTE OF SCIENCE,TECHNOLOGY & RESEARCH, BHOPAL",Madhya Pradesh,Bhopal,sistecr.accounts@sistec.ac.in,7552896785
1446,SANDIPANI ACADEMY,Chhattisgarh,Durg,sandipani.achhoti@gmail.com,
1447,SANSKRITI INSTITUTE OF POLYTECHNIC,Uttar Pradesh,Mathura,info@sanskriti.edu.in,5662308220
1448,SANSKRITI SCHOOL OF POLYTECHNIC,Uttar Pradesh,Mathura,sanskriti.group@yahoo.com,
1449,SANT LONGOWAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,Punjab,Sangrur,dracad@sliet.ac.in,253140
1450,SAPTHAGIRI COLLEGE  ENGINEERING.,Tamil Nadu,Dharmapuri,sapthagiricolleggeofengg@gmail.com,
1451,SATHYABAMA  UNIVERSITY,Tamil Nadu,Kanchipuram,"registrar@sathyabamauniversity.ac.in,vc@sathyabamauniversity.ac.in",
1452,SHASHI BHUSHAN INDUSTRIAL TRAINING CENTRE,Orissa,Jharsuguda,sbitcprincipal@gmail.com,
1453,SHOBHIT UNIVERSITY,Uttar Pradesh,Meerut,mail@shobhituniversity.ac.in,
1454,SHREE RAM MULKH COLLEGE OF TECHNICAL EDUCATION,Haryana,Ambala,srmctep74@yahoo.com,
1455,SILICON INSTITUTE OF TECHNOLOGY,Orissa,Sambalpur,directorwest@silicon.ac.in,
1456,SRI COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,Tiruvannamalai,sricetcse@gmail.com,4183292881
1457,SRI JAYA CHAM RAJENDRE COLLEGE OF ENGINEERING,Karnataka,Mysore,admn@sjce.ac.in,
1458,PEOPLES COLLEGE OF RESEARCH AND TECHNOLOGY,Madhya Pradesh,Bhopal,puso@peoplesgroup.in,7554005488
1459,KRISHNA POLYTECHNIC COLLEGE,Haryana,Yamunanagar,kpcynr@gmail.com,1735274867
1460,SHRI JEET RAM SMARAK  INSTITUTE OF ENGINEERING AND TECHNOLOGY,Uttar Pradesh,Bareilly,sunilpundhir@rediffmail.c,5812602201
1461,ROORKEE ENGINEERING & MANAGEMENT TECHNOLOGY INSTITUTE,Uttar Pradesh,Muzaffarnagar,info@remtech.in,1398268606
1462,MILLENNIUM INSTITUTE OF TECHNOLOGY & SCIENCE,Madhya Pradesh,Bhopal,dharmendra.mgi@gmail.com,7554026000
1463,RAIRANGPUR INDUSTRIAL TRAINING CUM PRODUCTION CENTRE,Orissa,Mayurbhanj,rairangpuriti@gmail.com,9937066994
1464,SRI SATYA SAI INSTITUTE OF SCIENCE & TECHNOLOGY,Madhya Pradesh,Sehore,"sehoresssist@yahoo.in,",9752135004
1465,ST PETERS UNIVERSITY,Tamil Nadu,Chennai,sspsiihstesre@hosrtep@etgemrsauiln.ciovemrsity.org,
1466,STAR ACADEMY OF TECHNOLOGY & MANAGEMENT,Madhya Pradesh,Indore,satmindore0857@gmail.com,
1467,"TECHNOCRATS INSTITUTE OF TECHNOLOGY & SCIENCE (TITS), BHOPAL",Madhya Pradesh,Bhopal,titscontrolroom@gmail.comm,9893312460
1468,VISHVEHWARYA GROUP OF INSTITUTIONS,Uttar Pradesh,Gautam Buddha N,dgiarrector@vgi.ac.in,
1469,Nagaji Institute of Technology & Management,Madhya Pradesh,Gwalior,"info@nagajiinstitutes.org,",
1470,MESS Institute of managementcareer courses(IMCC),Maharashtra,Pune,directorimcc@vsnl.net,2025463453
1471,Nuva College of engineering & Technology,Maharashtra,Nagpur,info@nuvaedu.com,7118661117
1472,Rajdhani engineering College,Rajasthan,Jaipur,recjpr@gmail.com,
1473,Manasa College Of Education,Chhattisgarh,Durg,mansacollege2009@yahoo.in,
1474,"Jaipur Engineering College,Kukas",Rajasthan,Jaipur,jeckukas@yahoo.com,247345
1475,"DDR Para Medical College, Visakhapatnam",Andhra Pradesh,Visakhapatnam,remo_157@yahoo.com,
1476,"Geetam School of International Business, GITAM University",Andhra Pradesh,Visakhapatnam,registrar@gitam.edu,
1477,M.K. School of Nursing Visakapatnam,Andhra Pradesh,Visakhapatnam,mksonvskp@gmail.com,9949116116
1478,Visakha Institute of Engineering & Technology,Andhra Pradesh,Visakhapatnam,vitscollege@gmail.com,
1479,Vitam college of engineering,Andhra Pradesh,Visakhapatnam,admissions@vitam.edu.in,
1480,Mother College of Nurshing,Andhra Pradesh,Visakhapatnam,mothercollegeofnursing4@gmail.com,
1481,Gonna Institute of Information Technology & Sciences,Andhra Pradesh,Visakhapatnam,giitscollege@gmail.com,
1482,"Gokul Institute of Technology and Sciences, Vizianagaram",Andhra Pradesh,Vizianagaram,gitas@gokulcollege.com,
1483,Venkatapadma School of Nursing,Andhra Pradesh,Vizianagaram,venkatapadmaschoolofnursing99@yahoo,8922237000
1484,PREVEENYA INSTITUTE OF MARINE ENGINEERING & MARITIME STUDIES.,Andhra Pradesh,Vizianagaram,primevisakha@yahoo.co,
1485,Swamy Vivekananda Engineering College,Andhra Pradesh,Vizianagaram,sveb.college@gmail.com,
1486,Thandra Paparaya Institute of Science Technology,Andhra Pradesh,Vizianagaram,princitpist@gmail.com,
1487,Laxmi Nursing College,Andhra Pradesh,Vizianagaram,lsn.vzm@gmail.com,
1488,Sri Sai Aditya Institute Of Science & Technology,Andhra Pradesh,West Godavari,office@saiaditya.edu.in,
1489,Sri Venkateshwara school of Nursing Malkajgiri,Andhra Pradesh,Rangareddy,svsnhyd@gmail.com,9666935596
1490,Mumtaz College of Engineering & Technology,Andhra Pradesh,Hyderabad,mumtazcet@gmail.com,
1491,Archana School of Nursing,Andhra Pradesh,Hyderabad,mtcn.director@gmail.com,
1492,"Rajeshwari School of Nursing, Vanasthal ipuram",Andhra Pradesh,Hyderabad,md.yusuf@mail.com,
1493,GREENFORT ENGINEERING COLLEGE,Andhra Pradesh,Hyderabad,gfec.j0@gmail.com,
1494,"CIPTE, Central Institute of Plastics Engineering & Technology",Andhra Pradesh,Hyderabad,cipethyderabad@yahoo.co.in,
1495,MOGHAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,Hyderabad,moghaledusociety@yahoo.com,
1496,Ellenki College Of Engineering & Technology,Andhra Pradesh,Hyderabad,ellenkienggcollege@gmail,9392500124
1497,Little Flower School Of Nursing,Andhra Pradesh,Hyderabad,"littleflowernsg@yahoo.com,info@littleflowerschoolofnursing.co.in",
1498,St. Marys College of Engineering and Technolog,Andhra Pradesh,Hyderabad,compass@stmarysgroup.com,
1499,Vignana Jyothi Institute of Management,Andhra Pradesh,Hyderabad,vignanajyothi@hotmail.com,
1500,Maulana Azad National Urdu University,Andhra Pradesh,Hyderabad,directorddemanuu@gmail.com,
1501,Aditya School Of Nursing,Andhra Pradesh,Hyderabad,aditya4nursing@gmail.com,9391222471
1502,SWAMI PARMANAND COLLEGE OF ENGINEERING & TECHNOLOGY,Punjab,Mohali,principalspcet1@gmail.com,9216799021
1503,Indira Gandhi Institute of Pharmaceutical Sciences,Orissa,Bhubaneswar,info@igips.edu.in,2556582
1504,GANDHI INSTITUTE OF ADVANCED COMPUTER & RESEARCH,Orissa,Rayagada,":mail@giacr.ac.in,iacr_enggcollege@yah",236350
1505,AERP INSTITUTE OF TECHNOLOGY & MANAGEMENT,Haryana,Palwal,sunilbainsla55@gmail.com,30003208
1506,purushottam school of enginnering & Technology,Orissa,Sundargarh,principal.pset@gmail.com,9337108588
1507,Sigma College Of Nursing,Andhra Pradesh,Hyderabad,aanihyd@gmail.com,9391222471
1508,Vidya Vikas Technology,Andhra Pradesh,Hyderabad,principal_vvit@yahoo.co.in,
1509,Mangamma Memorial School Of Nursing,Andhra Pradesh,Hyderabad,mangammamemorial@gmail.com,
1510,BBR School of Nursing,Andhra Pradesh,Hyderabad,bbr4gnm@gmail.com,9030888596
1511,Healing Touch School of Nursing,Andhra Pradesh,Hyderabad,htson4nursing@gmail.com,9966990708
1512,Thatha School of Nursing,Andhra Pradesh,Hyderabad,thathagnm@gmail.com,9966990708
1513,SIVANI  SCHOOL OF NURSING,Andhra Pradesh,Karimnagar,sivanischoolofnursing@gmail.com,
1514,syed hashim college of science & technology,Andhra Pradesh,Medak,exams.shcst@gmail.com,
1515,Ellenki College of Engineering For Women,Andhra Pradesh,Medak,ellenkiwomens@gmail.com,9441178082
1516,Medak College of Engineering & Technology,Andhra Pradesh,Medak,medakenggcollege@gmail.com,
1517,Arvindaksha Educational Societys Group of Institutions,Andhra Pradesh,Nalgonda,principal@aravindakshagroup.org,
1518,Nizam Institute of EngineeringTechnology,Andhra Pradesh,Nalgonda,nizamenggnlg@rediffmail.c,9291612476
1519,Sana College of Teacher Education,Andhra Pradesh,Nalgonda,sanam8kdd@yahoo.co.in,
1520,St. Mary Engineering College,Andhra Pradesh,Nalgonda,compass@stmarysgroup.com,
1521,St Marys Engineering College,Andhra Pradesh,Nalgonda,compass@stmarysgroup.com,
1522,E.V.R COLLEGE OF ENGG. AND TECHNOLOGY,Andhra Pradesh,Nalgonda,evrcet60@gmail.com,
1523,Sana Engineering College,Andhra Pradesh,Nalgonda,sanam8kdd@yahoo.co.in,
1524,St.Mary College of Engineering and Technology,Andhra Pradesh,Nalgonda,compass@stmarysgroup.com,
1525,P INDRA REDDY MEMORIAL ENGINEERING COLLEGE,Andhra Pradesh,Rangareddy,principal.pirmec@gmail.com,
1526,Younis Sultan College Of Engineering,Andhra Pradesh,Rangareddy,yuns_eng@yahoo.com,
1527,NISHITHA COLLEGE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Rangareddy,"info@nishitha.in,      iqbal@nishitha.in",
1528,"Guru Nanak Engineering College, Ibrahimpatnam",Andhra Pradesh,Rangareddy,gnitprincipal@gmail.com,8414202120
1529,S.V. College of Engineering & Technology,Andhra Pradesh,Rangareddy,svcet33@gmail.com,
1530,NOBLE SCHOOL OF NURSING,Andhra Pradesh,Rangareddy,nobleschool83@gmail.com,954250566
1531,THE LITTLEFLOWER SCHOOL OF NURSING,Andhra Pradesh,Rangareddy,littleflowernsg@gmail.com,
1532,Kasireddy Narayan Reddy College of Engineering & Research,Andhra Pradesh,Rangareddy,knrexams@gmail.com,9704200019
1533,St. Marys College of Engineering and Technology,Andhra Pradesh,Rangareddy,admissions@stmarysengg.org,
1534,SHAAZ College of Engineering & Technology,Andhra Pradesh,Rangareddy,info@shaaz.org,
1535,Kasireddy Narayan Reddy College of Engineering,Andhra Pradesh,Rangareddy,knrrengg@gmail.com,
1536,Sagar Institute of Technology,Andhra Pradesh,Rangareddy,accounts @svvr.org,9848787055
1537,Sagar Group of Institutions,Andhra Pradesh,Rangareddy,"principal@svvr.org,laxmanreddy@svvr.org",
1538,kite college of professional engineering sciences,Andhra Pradesh,Rangareddy,principal.kpes@gmail.com,
1539,Holy Mary Institute of Technology & Science,Andhra Pradesh,Rangareddy,"hmgi2014@gmail.com, princ",9848511063
1540,BITS PILANI HYDERABAD CAMPUS,Andhra Pradesh,Rangareddy,swd@hyderabad.bits-pilani,4066303820
1541,Vidya Vikas Institute of Technology,Andhra Pradesh,Rangareddy,principal_vvit@yahoo.co.in,
1542,Annamacharya Institute of Technology & Science,Andhra Pradesh,Rangareddy,principalaith@gmail.com,
1543,netaji subhas college,Chhattisgarh,Raipur,"nspe@rediifmail.com,director_nsec@yahoo.",212070
1544,NAUMAN COLLEGE OF ELEMENTARY TEACHER EDUCATION FOR WOMEN,Andhra Pradesh,Nalgonda,cnoamumanprincipal786@gmail.com,8683250273
1545,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,Hyderabad,exams@lords.ac.in,
1546,Guru nanak Institutions,Haryana,Ambala,info@gni.edu.in,9996500140
1547,chaitanya enginnering college,Andhra Pradesh,Visakhapatnam,principal@cec.ac.in,9949993477
1548,Gurukul Vidyapeeth Institute of Engg. & Tech.,Punjab,Patiala,gurukul.schlorship@guruku,9876469000
1549,Dronacharya Group of Institutions,Uttar Pradesh,Gautam Buddha N,rgeagristrar.gnindia@dronach,2253144
1550,Prasad engineering College,Andhra Pradesh,Warangal,pricipalprasadengineering,9396733345
1551,The Little flower school of nursing,Andhra Pradesh,Hyderabad,littleflowernsg@gmail.com,4024020762
1552,Hasvita Institute of Science & Technology,Andhra Pradesh,Rangareddy,hasvitagroup18@gmail.com,9948211644
1553,Sri Sai Educational Societys Group of Institutions,Andhra Pradesh,Nalgonda,principal.8b@gmail.com,8498053408
1554,Gandhi Academy of Technical Education(Polytechnic),Andhra Pradesh,Nalgonda,principal.qe@gmail.com,8498053357
1555,BHAGYANAGAR SCHOOL OF NURSING,Andhra Pradesh,Rangareddy,bhagyanagar_son@yahoo.in,9542383666
1556,Haryana college of Education,Haryana,Sirsa,haryanacollegofeducation@gmail.com,222021
1557,Aravali Institute of Technical Studies,Rajasthan,Udaipur,"info@aravallieducation.org,office@aravalieducation.org",2650131
1558,Jyoti ITC,Orissa,Mayurbhanj,jyoti.itc.mbi@gmail.com,8895575125
1559,BUDHUVIR PRIVATE INDUSTRIAL TRAINING INSTITUTE,Orissa,Sundargarh,budhuviriti_bartoli@yahoo.in,66124711
1560,Asia Pacific Institute ofInformation Technology(APIIT) SD INDIA,Haryana,Panipat,info@apiit.edu.in,180653244
1561,MILLENNIUM INSTITUTE OF TECHNOLOGY,Uttar Pradesh,Saharanpur,mituniverse@gmail.com,9368204707
1562,Nalanda University,Bihar,Nalanda,vcoffice@nalandauniv.com,61122553
1563,NRI INSTITUTE OF RESEARCH AND TECHNOLOGY,Madhya Pradesh,Bhopal,contactus@nrigroupindia.com,7554085500
1564,Shivalik Institute of Engineering & Technology,Haryana,Ambala,shivalik.ambala@gmail.com,17130546
1565,"Jaya School of Nursing ,Secundrabad",Andhra Pradesh,Rangareddy,json2244@gmail.com,9866168284
1566,Arjun College of TechnologyScience,Andhra Pradesh,Rangareddy,arjun_acts05@yahoo.co.in,9246150854
1567,Tirumala Engineering College,Andhra Pradesh,Rangareddy,trmloffice@gmail.com,
1568,Global Institute of Mangement,Andhra Pradesh,Rangareddy,globalsecretary@yahoo.co.in,
1569,Vivekananda Institute of Engineering & Technology,Andhra Pradesh,Rangareddy,info@sviet.ac.in,
1570,Bhandari Sriniwas Institute of Technology,Andhra Pradesh,Rangareddy,bsit999@gmail.com,9866222406
1571,Joseph Sriharsha and Mary Indraja Education Societys Group of Institutions,Andhra Pradesh,Rangareddy,rev_kvkrao@yahoo.co.in,
1572,J J Institute of Information technology,Andhra Pradesh,Rangareddy,principal.jjiit@gmail.com,
1573,Al-Hadeeb College of Engineering & Technology,Andhra Pradesh,Rangareddy,admin.officer@alhabeebcol,
1574,"Central Institute of Tool Design, Dalanagar",Andhra Pradesh,Rangareddy,citdplacements@citdindia,402377615
1575,Narayana Engineering & Technical Campus,Andhra Pradesh,Rangareddy,99mprincipal@gmail.com,
1576,GIET COLLEGE OF ENGINEERING,Andhra Pradesh,East Godavari,principal6r@gmail.com,9849146655
1577,SAI KRISHNA POLYTECHNIC,Andhra Pradesh,Vizianagaram,info@educrib.com,
1578,HARSHITH GROUP OF INSTITUTIONS,Andhra Pradesh,Rangareddy,principalhgih@gmail.com,
1579,Jagnanath Institute of engineering & Technology,Orissa,Cuttack,abc@abc.com,
1580,R.K.D.F. college of technology and research,Madhya Pradesh,Bhopal,rkdfctr_be@rediffmail.com,9826048401
1581,Vikramaditya Ploytechnic,Haryana,Rohtak,vikramadityaedu@yahoo.in,216107
1582,Shekhawati Institute of Engineering & Technology,Rajasthan,Sikar,ranjeet3333@rediffmail.co,246024
1583,Madras School of Economics,Tamil Nadu,Chennai,info@mse.ac.in,4422300304
1584,Index School of Nursing,Madhya Pradesh,Indore,nursing@index group.co.in,4013751
1585,INNOVATIVE INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Haryana,Sonipat,innovative.stm@gmail.com,9729998053
1586,CMS POLYTECHNIC COLLEGE,Tamil Nadu,Namakkal,"cmspc.prl@gmail.com ,  vs",7639596008
1587,JSM SCHOOL OF NURSING,Andhra Pradesh,Hyderabad,jsm4gnm@gmail.com,9849586053
1588,CHAKRADHAR INDUSTRIAL TRAINING CENTER,Orissa,Mayurbhanj,chakradharitc@gmail.com,212024
1589,"Bheemanna Khandre Institute of Technology,Bhalki (Formerly Rural EngineeringCollege,Bhalki)",Karnataka,Bidar,bkitbhalki@gmail.com,8484262288
1590,MATA RAJ KAURINSTITUTE OF ENGG.& TECHNOLOGY,Haryana,Rewari,admin@mrk.ac.in,931524411
1591,GNANESWARI SCHOOL OF NURSING,Andhra Pradesh,Rangareddy,SAMBIREDDYD82@YAHOO.COM,9550495111
1592,BHOPAL INSTITUTE OF TECHNOLOGY & SCIENCE PHARMACY,Madhya Pradesh,Bhopal,bitspharmacy@gmail.com,74802623
1593,SRS COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,Salem,Principal812@gmail.com,8148199999
1594,SVS POLYTECHNIC,Uttar Pradesh,Meerut,kesncr@gmail.com,8958020304
1595,Roorkee College of Polytechnic Roorkee ( A Christian Minority Institution),Uttarakhand,Haridwar,rcpuniverse09@gmail.com,13322329
1596,ADVAIT VEDANTA INSTITUTE OF TECHNOLOGY,Rajasthan,Jaipur,md@adved.org,8875018051
1597,Swami Vivekanand Nursing School,Madhya Pradesh,Sagar,svnsgr123@gmail.com,8982715186
1598,KODADA INSTITUTE OF TECHNOLOGY & SCIENCE FOR WOMEN,Andhra Pradesh,Nalgonda,kits4women@rediffmail.com,86892509
1599,Tirupati College of Polytechnic and Pharmacy,Haryana,Fatehabad,tirupatiratia@gmail.com,9214444124
1600,ANASUYA DEVI INSTITUTE OF TECHNOLOGY &SCIENCES,Andhra Pradesh,Nalgonda,adit.principal@gmail.com,9849798674
1601,ROURKELA INSTITUTE OF NURSING,Orissa,Sundargarh,rin.rourkela@gmail.com,66126647
1602,Grecian Institute for Higher Studies,Uttar Pradesh,Unnao,infogihs@gmail.com,7309380608
1603,VEDANT COLLEGE OF ENGG & TECH,Rajasthan,Bundi,vcetbundi08@yahoo.com,9414055557
1604,VATHSALYA INSTITUTE OF SCIENCE &TECHNOLOGY,Andhra Pradesh,Nalgonda,vathsalyaao@gmail.com,9248089801
1605,Hooghly Engineering & Technology College,West Bengal,Hooghly,mail@hetc.ac.in,26810505
1606,RIMTECH Itc,Orissa,Mayurbhanj,rimtechitc1@gmail.com,9437320446
1607,JAKIR HOSSAIN INSTITUTE OF POLYTECHNIC,West Bengal,Murshidabad,jhipoffice@gmail.com,263921
1608,JAGRUTI INSTITUTE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Rangareddy,info@jagruti.ac.in,7207555596
1609,Gandhi Institute of Managements Study,Orissa,Rayagada,principal@giet.edu,6857250172
1610,"GLOBAL Nature Care Sangathans Group of Institution, Jabalpur",Madhya Pradesh,Jabalpur,registrar@global.org.in,4062326
1611,SHRI KRISHAN POLYTECHNIC,Haryana,Kurukshetra,skpkkr@rediffmail.com,223825
1612,"BANKI COLLEGE (AUTONOMOUS), BANKI",Orissa,Cuttack,bankiautocol@yahoo.co.in,240221
1613,Ludhiana Group of  Colleges,Punjab,Ludhiana,groupofcolleges@gmail.com,8872335555
1614,ASRAM College of Nursing,Andhra Pradesh,West Godavari,asramnursingcollege@gmail,232000
1615,ASRAM School of Nursing,Andhra Pradesh,West Godavari,asramnursingcollege@gmail,8813232000
1616,Padmashree Dr.D.Y.Patil Institute of Engineering &Technology.,Maharashtra,Pune,info.engg@dypvp.edu.in,27421095
1617,Shivalik Polytechnic,Haryana,Ambala,shivalikpoly@gmail.com,3054600
1618,"M.G.R. COLLEGE, HOSUR",Tamil Nadu,Krishnagiri,mgrprincipal@yahoo.co.in,261004
1619,KK COLLEGE OF ENG & MANAGEMENT,Bihar,Nalanda,info@kkcemnalanda.ac.in,290206
1620,NBN Sinhgad School Of Management Studies,Maharashtra,Pune,nbnssoms@sinhgad.edu,24355042
1621,"ST JOSEPHS SCHOOL OF NURSING,MAHARANIPETA",Andhra Pradesh,Visakhapatnam,dorastjosephs@yahoo.com,6531245
1622,Gravismeds School of School of Nursing,Andhra Pradesh,Visakhapatnam,gravismeds@gmail.com,8912535337
1623,RSC COLLEGE OF NURSING,Madhya Pradesh,Gwalior,info@rsccollege.org,2811205
1624,Chaitanya Post graduate college(Autonomous),Andhra Pradesh,Warangal,chaitanya@chaitanyacolleg,9848667555
1625,Tudi Ram Reddy Institute of Technology&Sciences,Andhra Pradesh,Nalgonda,trrit.principal@gmail.com,659111
1626,shekhawati polytechnic college,Rajasthan,Sikar,ranjeet3333@rediffmail.co,246024
1627,shekhawati college sikar.,Rajasthan,Sikar,"info@sigsikar.org,  director@sgisikar.org",
